Sample,SampleName,AT1G22630,AT1G22620,AT1G22610,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqueMappedRatio,ReleaseDate
ERX2297591,col0-9-days-23C+3-days-16C-expA-rep1,75.77,40.45,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,23137550,0.8193,5/3/2018
ERX2297592,col0-9-days-23C+3-days-16C-expA-rep2,69.21,40.9,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,24292855,0.8294,5/3/2018
ERX2297593,col0-9-days-23C+3-days-16C-expA-rep3,64.52,41.2,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,25914416,0.8245,5/3/2018
ERX2297594,col0-9-days-23C+3-days-16C-rep1,51.39,44.47,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,72150164,0.9538,5/3/2018
ERX2297595,col0-9-days-23C+3-days-16C-rep2,53.59,43.3,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,45197701,0.9541,5/3/2018
ERX2297596,col0-9-days-23C+3-days-16C-rep3,58.83,43.28,0,seedlings,Col-0,--,cold16 3day,PRJEB24412,36317335,0.9529,5/3/2018
ERX2297597,col0-9-days-23C+3-days-27C-expA-rep1,74.23,33.71,0,seedlings,Col-0,--,recovery 3day after cold16 9day,PRJEB24412,23239503,0.8493,5/3/2018
ERX2297598,col0-9-days-23C+3-days-27C-expA-rep2,75.9,36.57,0,seedlings,Col-0,--,recovery 3day after cold16 9day,PRJEB24412,23551234,0.8541,5/3/2018
ERX2297599,col0-9-days-23C+3-days-27C-expA-rep3,78.23,34.49,0,seedlings,Col-0,--,recovery 3day after cold16 9day,PRJEB24412,15994406,0.8546,5/3/2018
ERX2297600,col0-12-days-23C-expA-rep1,67.94,36.56,0,seedlings,Col-0,--,Mock,PRJEB24412,32686739,0.8286,5/3/2018
ERX2297601,col0-12-days-23C-expA-rep2,79.56,34.71,0,seedlings,Col-0,--,Mock,PRJEB24412,23422678,0.6981,5/3/2018
ERX2297602,col0-12-days-23C-expA-rep3,65.54,37.25,0,seedlings,Col-0,--,Mock,PRJEB24412,23397444,0.8604,5/3/2018
ERX2297603,pcp-9-days-16C+3-days-23C-rep1-rerun,50.57,39.92,0,seedlings,Col-0,pcp,--,PRJEB24412,213853250,0.6701,5/3/2018
ERX2297604,pcp-9-days-16C+3-days-23C-rep1,60.04,35.67,0,seedlings,Col-0,pcp,--,PRJEB24412,53035681,0.6799,5/3/2018
ERX2297605,pcp-9-days-16C+3-days-23C-rep2-rerun,55.33,38.33,0,seedlings,Col-0,pcp,--,PRJEB24412,201676655,0.6459,5/3/2018
ERX2297606,pcp-9-days-16C+3-days-23C-rep2,68.05,35.48,0,seedlings,Col-0,pcp,--,PRJEB24412,45786931,0.6548,5/3/2018
ERX2297607,pcp-9-days-16C+3-days-23C-rep3,56.53,38.99,0,seedlings,Col-0,pcp,--,PRJEB24412,50766841,0.947,5/3/2018
ERX2297608,pcp-9-days-23C+3-days-16C-rep1,48.4,44.09,0,seedlings,Col-0,pcp,--,PRJEB24412,50307767,0.9519,5/3/2018
ERX2297609,pcp-9-days-23C+3-days-16C-rep2,53.86,43.91,0,seedlings,Col-0,pcp,--,PRJEB24412,43991403,0.9512,5/3/2018
ERX2297610,pcp-9-days-23C+3-days-16C-rep3,52.58,42.06,0,seedlings,Col-0,pcp,--,PRJEB24412,42284016,0.9555,5/3/2018
ERX2297611,pcp-9days-16C-rep1,50.99,45.34,0,seedlings,Col-0,pcp,--,PRJEB24412,54491682,0.8491,5/3/2018
ERX2297612,pcp-9days-16C-rep2,54.58,47.12,0,seedlings,Col-0,pcp,--,PRJEB24412,53164725,0.9226,5/3/2018
ERX2297613,pcp-9days-16C-rep3,54.98,46.2,0,seedlings,Col-0,pcp,--,PRJEB24412,50106245,0.9453,5/3/2018
ERX2297614,pcp-9days-23C-rep1,51.83,41.38,0,seedlings,Col-0,pcp,--,PRJEB24412,49287105,0.9447,5/3/2018
ERX2297615,pcp-9days-23C-rep2,53,41.66,0,seedlings,Col-0,pcp,--,PRJEB24412,51113072,0.9466,5/3/2018
ERX2297616,pcp-9days-23C-rep3,55.15,38.91,0,seedlings,Col-0,pcp,--,PRJEB24412,46468379,0.9458,5/3/2018
ERX2329593,SAMEA104559034,2.97,36.6,0,stigma,Col-0,wild type,--,PRJEB24752,23260062,0.8684,5/3/2018
ERX2329594,SAMEA104559035,2.04,38.46,0,stigma,Col-0,wild type,--,PRJEB24752,20275932,0.9,5/3/2018
ERX2329595,SAMEA104559036,7.95,37.92,0,stigma,Col-0,wild type,--,PRJEB24752,23949108,0.9024,5/3/2018
ERX2329596,SAMEA104559037,3.33,40.2,0,stigma,Col-0,wild type,--,PRJEB24752,22596598,0.8558,5/3/2018
ERX2329597,SAMEA104559038,7.95,41.83,0,stigma,Col-0,wild type,--,PRJEB24752,24415420,0.88,5/3/2018
ERX2329598,SAMEA104559039,2.62,41.32,0,stigma,Col-0,wild type,--,PRJEB24752,25779757,0.9191,5/3/2018
ERX2329599,SAMEA104559040,4.8,34.97,0,stigma,Col-0,wild type,--,PRJEB24752,26299899,0.9005,5/3/2018
ERX2329600,SAMEA104559041,3.75,37.52,0,stigma,Col-0,wild type,--,PRJEB24752,25829222,0.8804,5/3/2018
ERX2329601,SAMEA104559042,5.06,39.64,0,stigma,Col-0,wild type,--,PRJEB24752,24018959,0.8819,5/3/2018
ERX2338277,T0 in fd-2 apices biorep1,40.84,23.73,0,apices,Col-0,fd-2,--,PRJEB24873,45580969,0.8364,2/26/2019
ERX2338278,T0 in fd-2 apices biorep2,45.02,24.05,0,apices,Col-0,fd-2,--,PRJEB24873,45451854,0.7969,2/26/2019
ERX2338279,T0 in fd-2 apices biorep3,48.14,21.03,0,apices,Col-0,fd-2,--,PRJEB24873,43039723,0.7747,2/26/2019
ERX2338280,T0 pFD::GFP:FD in fd-2 apices biorep1,52.71,24.4,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,40394140,0.8218,2/26/2019
ERX2338281,T0 pFD::GFP:FD in fd-2 apices biorep2,59.11,23.75,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,38737385,0.7636,2/26/2019
ERX2338282,T0 pFD::GFP:FD in fd-2 apices biorep3,53.19,23.6,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,41568112,0.8094,2/26/2019
ERX2338283,T1 in fd-2 apices biorep1,46.88,24.39,0,apices,Col-0,fd-2,--,PRJEB24873,44000055,0.8405,2/26/2019
ERX2338284,T1 in fd-2 apices biorep2,44.99,23.85,0,apices,Col-0,fd-2,--,PRJEB24873,44864213,0.8302,2/26/2019
ERX2338285,T1 in fd-2 apices biorep3,46.34,22.39,0,apices,Col-0,fd-2,--,PRJEB24873,39346625,0.7814,2/26/2019
ERX2338286,T1 pFD::GFP:FD in fd-2 apices biorep1,56.4,23.6,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,37968788,0.7834,2/26/2019
ERX2338287,T1 pFD::GFP:FD in fd-2 apices biorep2,51.85,24.34,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,39701293,0.7834,2/26/2019
ERX2338288,T1 pFD::GFP:FD in fd-2 apices biorep3,57.21,22.91,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,34315473,0.7777,2/26/2019
ERX2338289,T2 in fd-2 apices biorep1,51.02,23.65,0,apices,Col-0,fd-2,--,PRJEB24873,35992533,0.7181,2/26/2019
ERX2338290,T2 in fd-2 apices biorep2,49.81,21.72,0,apices,Col-0,fd-2,--,PRJEB24873,30150889,0.775,2/26/2019
ERX2338291,T2 in fd-2 apices biorep3,43.51,22.33,0,apices,Col-0,fd-2,--,PRJEB24873,33855118,0.713,2/26/2019
ERX2338292,T2 pFD::GFP:FD in fd-2 apices biorep1,57.32,23.4,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,35336645,0.8352,2/26/2019
ERX2338293,T2 pFD::GFP:FD in fd-2 apices biorep2,57.23,21.01,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,27198930,0.7798,2/26/2019
ERX2338294,T2 pFD::GFP:FD in fd-2 apices biorep3,48.93,22.58,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,28180349,0.7593,2/26/2019
ERX2338295,T3 in fd-2 apices biorep1,64.87,20.37,0,apices,Col-0,fd-2,--,PRJEB24873,32410351,0.6542,2/26/2019
ERX2338296,T3 in fd-2 apices biorep2,43.91,21.97,0,apices,Col-0,fd-2,--,PRJEB24873,40105341,0.649,2/26/2019
ERX2338297,T3 in fd-2 apices biorep3,42.16,23.68,0,apices,Col-0,fd-2,--,PRJEB24873,37302979,0.7477,2/26/2019
ERX2338298,T3 pFD::GFP:FD in fd-2 apices biorep1,47.04,24.26,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,36381467,0.7566,2/26/2019
ERX2338299,T3 pFD::GFP:FD in fd-2 apices biorep2,55.97,22.04,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,32246359,0.775,2/26/2019
ERX2338300,T3 pFD::GFP:FD in fd-2 apices biorep3,44.1,23.82,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,34259420,0.8108,2/26/2019
ERX2338301,T5 in fd-2 apices biorep1,54.93,21.89,0,apices,Col-0,fd-2,--,PRJEB24873,31877535,0.6157,2/26/2019
ERX2338302,T5 in fd-2 apices biorep2,47.96,20.66,0,apices,Col-0,fd-2,--,PRJEB24873,43473743,0.3477,2/26/2019
ERX2338303,T5 in fd-2 apices biorep3,41.17,23.7,0,apices,Col-0,fd-2,--,PRJEB24873,34890732,0.7364,2/26/2019
ERX2338304,T5 pFD::GFP:FD in fd-2 apices biorep1,48.38,23.66,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,31501019,0.7868,2/26/2019
ERX2338305,T5 pFD::GFP:FD in fd-2 apices biorep2,45.3,22.05,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,31292383,0.7774,2/26/2019
ERX2338306,T5 pFD::GFP:FD in fd-2 apices biorep3,46.06,25.18,0,apices,Col-0,pFD::GFP:FD,--,PRJEB24873,40537985,0.8654,2/26/2019
ERX2465800,SAMEA104717566,106.2,5.75,20.03,seedlings,Col-0,wild type,Mock,PRJEB20420,28974779,0.9194,9/13/2018
ERX2465801,SAMEA104717567,65.83,13.02,0,seedlings,Col-0,wild type,Mock,PRJEB20420,4191555,0.8309,9/13/2018
ERX2465802,SAMEA104717568,0,17.62,0,seedlings,Col-0,wild type,dark 3d,PRJEB20420,10140174,0.8704,9/13/2018
ERX2465803,SAMEA104717569,11.47,22.68,0,seedlings,Col-0,wild type,dark 3d,PRJEB20420,19406740,0.8797,9/13/2018
ERX2465804,SAMEA104717570,4.88,22.15,0,seedlings,Col-0,wild type,dark 3d,PRJEB20420,18234772,0.8901,9/13/2018
ERX2465805,SAMEA104717571,84.48,15.56,0,seedlings,--,hyl-1-2,--,PRJEB20420,15586211,0.8903,9/13/2018
ERX2465806,SAMEA104717572,95.97,16.9,0,seedlings,--,hyl-1-2,--,PRJEB20420,17924385,0.8981,9/13/2018
ERX2465807,SAMEA104717573,74.9,24.49,0,seedlings,--,hyl-1-2,--,PRJEB20420,22749876,0.8993,9/13/2018
ERX2465808,SAMEA104717574,0,18.66,0,seedlings,--,hyl-1-2,--,PRJEB20420,17124648,0.8541,9/13/2018
ERX2465809,SAMEA104717575,0,9.84,26.43,seedlings,--,hyl-1-2,--,PRJEB20420,19244646,0.8548,9/13/2018
ERX2465810,SAMEA104717576,0,8.86,15.2,seedlings,--,hyl-1-2,--,PRJEB20420,17174087,0.8589,9/13/2018
ERX2578529,SAMEA4641451,65.01,27.39,0,rosette leaf,Kas-2,wild type,--,PRJEB26576,61228373,0.8205,7/3/2018
ERX2578530,SAMEA4641452,75.71,18.72,0,rosette leaf,Kas-2,wild type,--,PRJEB26576,60439904,0.6871,7/3/2018
ERX2578531,SAMEA4641453,73.95,21.72,0,rosette leaf,Kas-2,wild type,--,PRJEB26576,50141791,0.7606,7/3/2018
ERX2578532,SAMEA4641454,51.49,45.76,0,rosette leaf,Ler/Kas-2 hybrid,wild type,--,PRJEB26576,23206250,0.5873,7/3/2018
ERX2578533,SAMEA4641455,46.29,44.49,0,rosette leaf,Ler/Kas-2 hybrid,wild type,--,PRJEB26576,22735714,0.8454,7/3/2018
ERX2578534,SAMEA4641456,47.21,46.35,0,rosette leaf,Ler/Kas-2 hybrid,wild type,--,PRJEB26576,20481257,0.6053,7/3/2018
ERX2578535,SAMEA4641457,61.93,30.39,0,rosette leaf,Ler/Kas-2 hybrid,sulki1-8 mutant,--,PRJEB26576,67324308,0.826,7/3/2018
ERX2578536,SAMEA4641458,57.36,35.36,0,rosette leaf,Ler/Kas-2 hybrid,sulki1-8 mutant,--,PRJEB26576,64870219,0.8368,7/3/2018
ERX2578537,SAMEA4641459,75.51,29.89,0,rosette leaf,Ler/Kas-2 hybrid,sulki1-8 mutant,--,PRJEB26576,43169907,0.7871,7/3/2018
ERX2593880,SAMEA4659713,55.94,28.32,0,shoot apex,Col-0,wild type,--,PRJEB26705,13592494,0.9275,7/3/2018
ERX2593881,SAMEA4659714,56.09,30.01,0,shoot apex,Col-0,wild type,--,PRJEB26705,16302915,0.9233,7/3/2018
ERX2593882,SAMEA4659715,50.7,31.34,0,shoot apex,Col-0,wild type,--,PRJEB26705,13553631,0.9229,7/3/2018
ERX2593883,SAMEA4659716,50.47,34.83,0,shoot apex,Col-0,hub1-4 mutant,--,PRJEB26705,13941460,0.9221,7/3/2018
ERX2593884,SAMEA4659717,48.44,34.34,0,shoot apex,Col-0,hub1-4 mutant,--,PRJEB26705,14027753,0.9222,7/3/2018
ERX2593885,SAMEA4659718,46.96,33.31,0,shoot apex,Col-0,hub1-4 mutant,--,PRJEB26705,14455173,0.9241,7/3/2018
ERX2593886,SAMEA4659719,47.85,33.72,0,shoot apex,Col-0,khd-1 mutant,--,PRJEB26705,14351943,0.923,7/3/2018
ERX2593887,SAMEA4659720,43.26,31.59,0,shoot apex,Col-0,khd-1 mutant,--,PRJEB26705,13107470,0.9232,7/3/2018
ERX2593888,SAMEA4659721,46.93,32.53,0,shoot apex,Col-0,khd-1 mutant,--,PRJEB26705,14276250,0.9243,7/3/2018
ERX2593889,SAMEA4659722,48.55,30.34,0,shoot apex,Col-0,spen-1 mutant,--,PRJEB26705,14304867,0.9258,7/3/2018
ERX2593890,SAMEA4659723,55.68,30.99,0,shoot apex,Col-0,spen-1 mutant,--,PRJEB26705,14834851,0.9249,7/3/2018
ERX2593891,SAMEA4659724,49.85,32.22,0,shoot apex,Col-0,spen-1 mutant,--,PRJEB26705,14388987,0.9237,7/3/2018
ERX2612798,148-hpa-48-1,54.74,31.88,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,47720164,0.9668,1/24/2019
ERX2612799,148-hpa-48-2,52.37,30.82,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,43360618,0.9623,1/24/2019
ERX2612800,148-hpa-48-3,53.99,32.9,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,43633011,0.9607,1/24/2019
ERX2612801,148-hpa-72-1,39.58,33.49,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,47474846,0.9325,1/24/2019
ERX2612802,148-hpa-72-2,43.29,35.72,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,51148261,0.8902,1/24/2019
ERX2612803,148-hpa-72-3,34.53,33.33,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,42849525,0.8983,1/24/2019
ERX2612804,148-mock-48-1,55.5,28.8,0,leaves,Col-0,--,Mock,PRJEB26953,31319179,0.9332,1/24/2019
ERX2612805,148-mock-48-2,55.78,28.6,0,leaves,Col-0,--,Mock,PRJEB26953,29922148,0.9478,1/24/2019
ERX2612806,148-mock-48-3,54.95,26.91,0,leaves,Col-0,--,Mock,PRJEB26953,30272867,0.9587,1/24/2019
ERX2612807,148-mock-72-1,59.48,30.38,0,leaves,Col-0,--,Mock,PRJEB26953,25915727,0.9713,1/24/2019
ERX2612808,148-mock-72-2,55.56,30.64,0,leaves,Col-0,--,Mock,PRJEB26953,23478973,0.9656,1/24/2019
ERX2612809,148-mock-72-3,55.7,29.05,0,leaves,Col-0,--,Mock,PRJEB26953,26536042,0.9688,1/24/2019
ERX2612810,193-hpa-48-1,47.79,29.74,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,35074227,0.9621,1/24/2019
ERX2612811,193-hpa-48-2,48.13,32.95,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,45362808,0.9616,1/24/2019
ERX2612812,193-hpa-48-3,47.77,34.09,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,40056781,0.9589,1/24/2019
ERX2612813,193-hpa-72-1,42.43,33,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,42440547,0.9341,1/24/2019
ERX2612814,193-hpa-72-2,36.86,35.04,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,45643591,0.9266,1/24/2019
ERX2612815,193-hpa-72-3,38.71,34.12,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,51399671,0.929,1/24/2019
ERX2612816,193-mock-48-1,55.21,26.21,0,leaves,Col-0,--,Mock,PRJEB26953,28839135,0.9636,1/24/2019
ERX2612817,193-mock-48-2,58.24,25.65,0,leaves,Col-0,--,Mock,PRJEB26953,26304315,0.9663,1/24/2019
ERX2612818,193-mock-48-3,60.85,26.76,0,leaves,Col-0,--,Mock,PRJEB26953,24672957,0.9627,1/24/2019
ERX2612819,193-mock-72-1,55.59,29.83,0,leaves,Col-0,--,Mock,PRJEB26953,27752465,0.9628,1/24/2019
ERX2612820,193-mock-72-2,58.35,29.89,0,leaves,Col-0,--,Mock,PRJEB26953,28337970,0.9677,1/24/2019
ERX2612821,193-mock-72-3,56.33,26.7,0,leaves,Col-0,--,Mock,PRJEB26953,25215843,0.9618,1/24/2019
ERX2612822,454-hpa-48-1,50.51,34.47,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,50734581,0.9625,1/24/2019
ERX2612823,454-hpa-48-2,46.95,35.14,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,51260830,0.9637,1/24/2019
ERX2612824,454-hpa-48-3,45.01,35.9,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,47692423,0.9606,1/24/2019
ERX2612825,454-hpa-72-1,40.31,34.07,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,40857417,0.9441,1/24/2019
ERX2612826,454-hpa-72-2,46.93,34.3,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,45884498,0.94,1/24/2019
ERX2612827,454-hpa-72-3,45.64,33.49,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,45764868,0.9207,1/24/2019
ERX2612828,454-mock-48-1,56.82,28.07,0,leaves,Col-0,--,Mock,PRJEB26953,26432569,0.9677,1/24/2019
ERX2612829,454-mock-48-2,56.37,30.34,0,leaves,Col-0,--,Mock,PRJEB26953,26477255,0.9704,1/24/2019
ERX2612830,454-mock-48-3,56.86,25.38,0,leaves,Col-0,--,Mock,PRJEB26953,23080417,0.9735,1/24/2019
ERX2612831,454-mock-72-1,49.9,29.09,0,leaves,Col-0,--,Mock,PRJEB26953,27521024,0.9699,1/24/2019
ERX2612832,454-mock-72-2,48.02,27.35,0,leaves,Col-0,--,Mock,PRJEB26953,26673157,0.9711,1/24/2019
ERX2612833,454-mock-72-3,50.59,27.53,0,leaves,Col-0,--,Mock,PRJEB26953,27142095,0.9715,1/24/2019
ERX2612834,508-hpa-48-1,43.66,35.3,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,52538156,0.9388,1/24/2019
ERX2612835,508-hpa-48-2,46.44,35.69,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,52072679,0.9637,1/24/2019
ERX2612836,508-hpa-48-3,48.7,35.76,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,48902563,0.9458,1/24/2019
ERX2612837,508-hpa-72-1,37.86,35.55,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,49503121,0.8945,1/24/2019
ERX2612838,508-hpa-72-2,44.01,36.25,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,47535933,0.9325,1/24/2019
ERX2612839,508-hpa-72-3,40.68,35.12,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,47290700,0.8875,1/24/2019
ERX2612840,508-mock-48-1,62.23,28.44,0,leaves,Col-0,--,Mock,PRJEB26953,24507418,0.9718,1/24/2019
ERX2612841,508-mock-48-2,53.53,28.52,0,leaves,Col-0,--,Mock,PRJEB26953,21875347,0.972,1/24/2019
ERX2612842,508-mock-48-3,59.93,27.68,0,leaves,Col-0,--,Mock,PRJEB26953,24672406,0.9638,1/24/2019
ERX2612843,508-mock-72-1,54.27,31.02,0,leaves,Col-0,--,Mock,PRJEB26953,26178632,0.9708,1/24/2019
ERX2612844,508-mock-72-2,52.34,32.73,0,leaves,Col-0,--,Mock,PRJEB26953,23625214,0.9696,1/24/2019
ERX2612845,508-mock-72-3,50.23,29.14,0,leaves,Col-0,--,Mock,PRJEB26953,23588359,0.9677,1/24/2019
ERX2612846,C602-hpa-48-1,58.04,34.69,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,42927748,0.9652,1/24/2019
ERX2612847,C602-hpa-48-2,62.1,34.22,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,36110069,0.9602,1/24/2019
ERX2612848,C602-hpa-48-3,60.87,35.93,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,44243080,0.9653,1/24/2019
ERX2612849,C602-hpa-72-1,41.39,36.53,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,37639383,0.9,1/24/2019
ERX2612850,C602-hpa-72-2,39.02,36.37,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,46058369,0.9093,1/24/2019
ERX2612851,C602-hpa-72-3,41.13,35.92,0,leaves,Col-0,--,inoculated with Hpa*,PRJEB26953,37898527,0.9129,1/24/2019
ERX2612852,C602-mock-48-1,72.33,29.92,0,leaves,Col-0,--,Mock,PRJEB26953,29280300,0.9464,1/24/2019
ERX2612853,C602-mock-48-2,65.34,30.51,0,leaves,Col-0,--,Mock,PRJEB26953,30332035,0.9531,1/24/2019
ERX2612854,C602-mock-48-3,64.55,31.57,0,leaves,Col-0,--,Mock,PRJEB26953,30552304,0.9508,1/24/2019
ERX2612855,C602-mock-72-1,62.96,34.53,0,leaves,Col-0,--,Mock,PRJEB26953,29196701,0.9609,1/24/2019
ERX2612856,C602-mock-72-2,64.41,35.2,0,leaves,Col-0,--,Mock,PRJEB26953,25327228,0.9716,1/24/2019
ERX2612857,C602-mock-72-3,62.16,34.69,0,leaves,Col-0,--,Mock,PRJEB26953,23992062,0.9748,1/24/2019
ERX2633626,P_MgCl_d4_1,4.35,25.86,0,root,--,--,Mock,PRJEB27007,17365927,0.8532,7/4/2018
ERX2633627,P_MgCl_d12_3,0.93,25.01,0,root,--,--,Mock,PRJEB27007,18077195,0.857,7/4/2018
ERX2633628,noP_MgCl_d12_1,1.51,24.36,0,root,--,--,phosphate-depleted;mock;day12,PRJEB27007,20347081,0.9032,7/4/2018
ERX2633629,noP_MgCl_d12_2,0,25.49,0,root,--,--,phosphate-depleted;mock;day12,PRJEB27007,18302678,0.813,7/4/2018
ERX2633630,noP_MgCl_d12_3,0,25.98,0,root,--,--,phosphate-depleted;mock;day12,PRJEB27007,17690712,0.8118,7/4/2018
ERX2633631,P_350_d12_1,2.01,25.38,0,root,--,--,phosphate-sufficient;rhizobium 129E;day12,PRJEB27007,19684474,0.8563,7/4/2018
ERX2633632,P_350_d12_2,1.72,27.06,0,root,--,--,phosphate-sufficient;rhizobium 129E;day12,PRJEB27007,38752980,0.8861,7/4/2018
ERX2633633,P_350_d12_3,0.97,23.55,0,root,--,--,phosphate-sufficient;rhizobium 129E;day12,PRJEB27007,16610148,0.9124,7/4/2018
ERX2633634,noP_350_d12_1,0.43,24.79,0,root,--,--,phosphate-depleted;rhizobium 129E;day12,PRJEB27007,21732838,0.9076,7/4/2018
ERX2633635,noP_350_d12_2,0.4,25.62,0,root,--,--,phosphate-depleted;rhizobium 129E;day12,PRJEB27007,22694215,0.9158,7/4/2018
ERX2633636,noP_350_d12_3,0,24.71,0,root,--,--,phosphate-depleted;rhizobium 129E;day12,PRJEB27007,17903074,0.851,7/4/2018
ERX2633637,P_MgCl_d16_1,1.67,26.04,0,root,--,--,Mock,PRJEB27007,17404462,0.8347,7/4/2018
ERX2633638,P_MgCl_d16_2,0.93,27.06,0,root,--,--,Mock,PRJEB27007,19507091,0.7864,7/4/2018
ERX2633639,P_MgCl_d16_3,1.06,29.7,0,root,--,--,Mock,PRJEB27007,37106908,0.9173,7/4/2018
ERX2633640,noP_MgCl_d16_1,0.79,28.93,0,root,--,--,phosphate-depleted;mock;day16,PRJEB27007,36575488,0.915,7/4/2018
ERX2633641,noP_MgCl_d16_2,1.56,27.54,0,root,--,--,phosphate-depleted;mock;day16,PRJEB27007,24348383,0.9143,7/4/2018
ERX2633642,noP_MgCl_d16_3,1.46,26.85,0,root,--,--,phosphate-depleted;mock;day16,PRJEB27007,18515606,0.8662,7/4/2018
ERX2633643,P_350_d16_1,0.95,25.54,0,root,--,--,phosphate-sufficient;rhizobium 129E;day16,PRJEB27007,17481697,0.8551,7/4/2018
ERX2633644,P_350_d16_2,1.2,25.23,0,root,--,--,phosphate-sufficient;rhizobium 129E;day16,PRJEB27007,15992476,0.9158,7/4/2018
ERX2633645,P_350_d16_3,0.71,24.68,0,root,--,--,phosphate-sufficient;rhizobium 129E;day16,PRJEB27007,18153771,0.9144,7/4/2018
ERX2633646,noP_350_d16_1,0,25.12,0,root,--,--,phosphate-depleted;rhizobium 129E;day16,PRJEB27007,20735002,0.9072,7/4/2018
ERX2633647,noP_350_d16_2,1.37,25.18,0,root,--,--,phosphate-depleted;rhizobium 129E;day16,PRJEB27007,20113389,0.8882,7/4/2018
ERX2633648,noP_350_d16_3,0,24.8,0,root,--,--,phosphate-depleted;rhizobium 129E;day16,PRJEB27007,17120599,0.755,7/4/2018
ERX2633649,P_MgCl_d4_2,5.91,25,0,root,--,--,Mock,PRJEB27007,17967377,0.919,7/4/2018
ERX2633650,P_MgCl_d4_3,4.84,24.69,0,root,--,--,Mock,PRJEB27007,18062916,0.9182,7/4/2018
ERX2633651,noP_MgCl_d4_1,7.59,23.46,0,root,--,--,phosphate-depleted;mock;day4,PRJEB27007,16492425,0.9182,7/4/2018
ERX2633652,noP_MgCl_d4_2,8.03,25.57,0,root,--,--,phosphate-depleted;mock;day4,PRJEB27007,21184077,0.9202,7/4/2018
ERX2633653,noP_MgCl_d4_3,7.19,26.5,0,root,--,--,phosphate-depleted;mock;day4,PRJEB27007,20115215,0.9218,7/4/2018
ERX2633654,P_350_d4_1,5.24,25.47,0,root,--,--,phosphate-sufficient;rhizobium 129E;day4,PRJEB27007,19816282,0.8996,7/4/2018
ERX2633655,P_350_d4_2,5.46,26.55,0,root,--,--,phosphate-sufficient;rhizobium 129E;day4,PRJEB27007,30778477,0.9045,7/4/2018
ERX2633656,P_350_d4_3,8.31,25.82,0,root,--,--,phosphate-sufficient;rhizobium 129E;day4,PRJEB27007,19642167,0.8607,7/4/2018
ERX2633657,noP_350_d4_1,10.87,26.49,0,root,--,--,phosphate-depleted;rhizobium 129E;day4,PRJEB27007,21893585,0.914,7/4/2018
ERX2633658,noP_350_d4_2,5.71,25.56,0,root,--,--,phosphate-depleted;rhizobium 129E;day4,PRJEB27007,20933391,0.9076,7/4/2018
