Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate
SRX1612531,PRJNA314197,seedling mrpl1-1,29100054,/,Col-0,seedlings,21234350,23.60%,2017/11/15
SRX1612532,PRJNA314197,seedling mrpl1-1,29100054,/,Col-0,seedlings,23925099,33.20%,2017/11/15
SRX1612533,PRJNA314197,seedling mrpl1-1,29100054,/,Col-0,seedlings,26342153,36.20%,2017/11/15
SRX1612534,PRJNA314197,seedling WT_control,29100054,/,Col-0,seedlings,28372231,36.70%,2017/11/15
SRX1612535,PRJNA314197,seedling WT_control,29100054,/,Col-0,seedlings,20876026,34.40%,2017/11/15
SRX1612536,PRJNA314197,seedling WT_control,29100054,/,Col-0,seedlings,22428974,20.80%,2017/11/15
SRX1612537,PRJNA314197,seedling DOX,29100054,/,Col-0,seedlings,28662730,32.70%,2017/11/15
SRX1612538,PRJNA314197,seedling DOX,29100054,/,Col-0,seedlings,26890104,33.50%,2017/11/15
SRX1612539,PRJNA314197,seedling DOX,29100054,/,Col-0,seedlings,23453612,32.60%,2017/11/15
SRX1623458,PRJNA314824,Col-0 P+R1,/,/,Col-0,seedlings,19695994,87.10%,2018/6/20
SRX1623459,PRJNA314824,Col-0 P+R2,/,/,Col-0,seedlings,30924476,85.00%,2018/6/20
SRX1623460,PRJNA314824,Col-0 P-R1,/,/,Col-0,seedlings,17947845,87.40%,2018/6/20
SRX1623461,PRJNA314824,Col-0 P-R2,/,/,Col-0,seedlings,26476480,79.80%,2018/6/20
SRX1623464,PRJNA314824,hps5 P+R1,/,/,Col-0,seedlings,25604377,83.40%,2018/6/20
SRX1623465,PRJNA314824,hps5 P+R2,/,/,Col-0,seedlings,21478748,78.10%,2018/6/20
SRX1623466,PRJNA314824,hps5 P-R1,/,/,Col-0,seedlings,21151748,83.50%,2018/6/20
SRX1623467,PRJNA314824,hps5 P-R2,/,/,Col-0,seedlings,22822751,79.90%,2018/6/20
SRX1623468,PRJNA314824,ein3 P-R1,/,/,Col-0,seedlings,20623742,82.70%,2018/6/20
SRX1623469,PRJNA314824,ein3 P-R2,/,/,Col-0,seedlings,24027063,84.60%,2018/6/20
SRX1623470,PRJNA314824,ein3eil1 P-R1,/,/,Col-0,seedlings,21170339,81.80%,2016/3/17
SRX1623471,PRJNA314824,ein3eil1 P-R2,/,/,Col-0,seedlings,18454930,79.90%,2018/6/20
SRX1639388,PRJNA315353,RNAseq of Arabidopsis thaliana : 3-7-1 rep1,/,/,Col-0,seedlings,24633062,95.80%,2016/8/24
SRX1639389,PRJNA315353,RNAseq of Arabidopsis thaliana : 3-7-1 rep2,/,/,Col-0,seedlings,26102682,95.10%,2016/8/24
SRX1639390,PRJNA315353,RNAseq of Arabidopsis thaliana : 3-7-1 rep3,/,/,Col-0,seedlings,25288174,95.30%,2016/8/24
SRX1639391,PRJNA315353,RNAseq of Arabidopsis thaliana : 45-3-1 rep1,/,/,Col-0,seedlings,23435720,91.70%,2016/8/24
SRX1639392,PRJNA315353,RNAseq of Arabidopsis thaliana : 45-3-1 rep2,/,/,Col-0,seedlings,19724876,90.20%,2016/8/24
SRX1639393,PRJNA315353,RNAseq of Arabidopsis thaliana : ST rep1,/,/,Col-0,seedlings,25622611,95.30%,2016/8/24
SRX1639394,PRJNA315353,RNAseq of Arabidopsis thaliana : ST rep2,/,/,Col-0,seedlings,26209676,95.90%,2016/8/24
SRX1639395,PRJNA315353,RNAseq of Arabidopsis thaliana : ST rep3,/,/,Col-0,seedlings,24718208,95.40%,2016/8/24
SRX1639396,PRJNA315353,RNAseq of Arabidopsis thaliana : ST_3 rep1,/,/,Col-0,seedlings,22829345,92.50%,2016/8/24
SRX1639397,PRJNA315353,RNAseq of Arabidopsis thaliana : ST_3 rep2,/,/,Col-0,seedlings,20774163,91.30%,2016/8/24
SRX1700806,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 5 d after water withold; Biological replicate 1",/,/,Col-0,leaves,12277074,92.40%,2016/4/17
SRX1700807,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 5 d after water withold; Biological replicate 2",/,/,Col-0,leaves,12902528,90.00%,2016/4/17
SRX1700808,PRJNA315516,Mock for B.cinerea pre-treatment; 5 d; Biological replicate 2.,/,/,Col-0,leaves,9455089,90.50%,2016/4/17
SRX1700809,PRJNA315516,Mock for B.cinerea pre-treatment; 5 d; Biological replicate 3.,/,/,Col-0,leaves,14222597,89.80%,2016/4/18
SRX1700810,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 5 d after water withold; Biological replicate 1.",/,/,Col-0,leaves,10794389,92.00%,2016/4/17
SRX1700811,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 5 d after water withold; Biological replicate 2.",/,/,Col-0,leaves,17528442,92.10%,2016/4/18
SRX1700812,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 5 d after water withold; Biological replicate 3.",/,/,Col-0,leaves,16464402,90.50%,2016/4/18
SRX1700813,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 6 d after water withold; Biological replicate 1.",/,/,Col-0,leaves,9655570,92.20%,2016/4/17
SRX1700814,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 6 d after water withold; Biological replicate 2.",/,/,Col-0,leaves,11715203,92.50%,2016/4/17
SRX1700815,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 6 d after water withold; Biological replicate 3.",/,/,Col-0,leaves,15271644,92.80%,2016/4/17
SRX1700816,PRJNA315516,Control; 6 d; Biological replicate 1.,/,/,Col-0,leaves,11839560,91.80%,2016/4/17
SRX1700817,PRJNA315516,Control; 6 d; Biological replicate 2.,/,/,Col-0,leaves,13035949,88.90%,2016/4/17
SRX1700818,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 5 d after water withold; Biological replicate 3.",/,/,Col-0,leaves,18004699,91.90%,2016/4/18
SRX1700819,PRJNA315516,Control; 6 d; Biological replicate 3.,/,/,Col-0,leaves,21103309,92.30%,2016/4/17
SRX1700820,PRJNA315516,Drought main treatment; 6 d after water withold; Biological replicate 1,/,/,Col-0,leaves,12742331,92.40%,2016/4/17
SRX1700821,PRJNA315516,Drought main treatment; 6 d after water withold; Biological replicate 2,/,/,Col-0,leaves,12440088,91.50%,2016/4/17
SRX1700822,PRJNA315516,Drought main treatment; 6 d after water withold; Biological replicate 3,/,/,Col-0,leaves,13718441,91.20%,2016/4/17
SRX1700823,PRJNA315516,Mock for B.cinerea pre-treatment; 6 d; Biological replicate 1.,/,/,Col-0,leaves,9233583,87.50%,2016/4/17
SRX1700824,PRJNA315516,Mock for B.cinerea pre-treatment; 6 d; Biological replicate 2.,/,/,Col-0,leaves,13135461,91.60%,2016/4/17
SRX1700825,PRJNA315516,Mock for B.cinerea pre-treatment; 6 d; Biological replicate 3.,/,/,Col-0,leaves,14288917,92.00%,2016/4/17
SRX1700826,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 6 d after water withold; Biological replicate 1",/,/,Col-0,leaves,13906383,92.10%,2016/4/17
SRX1700827,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 6 d after water withold; Biological replicate 2",/,/,Col-0,leaves,10299623,92.60%,2016/4/17
SRX1700828,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 6 d after water withold; Biological replicate 3",/,/,Col-0,leaves,18263521,92.90%,2016/4/17
SRX1700829,PRJNA315516,Control; 5 d; Biological replicate 1.,/,/,Col-0,leaves,18492997,92.00%,2016/4/18
SRX1700830,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 d after water withold; Biological replicate 1",/,/,Col-0,leaves,10616837,93.00%,2016/4/17
SRX1700831,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 d after water withold; Biological replicate 2",/,/,Col-0,leaves,26796081,91.50%,2016/4/17
SRX1700832,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 d after water withold; Biological replicate 3",/,/,Col-0,leaves,10958312,90.50%,2016/4/17
SRX1700833,PRJNA315516,Control; 7 d; Biological replicate 1.,/,/,Col-0,leaves,16472046,91.90%,2016/4/17
SRX1700834,PRJNA315516,Control; 7 d; Biological replicate 2.,/,/,Col-0,leaves,9265011,92.20%,2016/4/17
SRX1700835,PRJNA315516,Control; 7 d; Biological replicate 3.,/,/,Col-0,leaves,15586001,91.10%,2016/4/17
SRX1700836,PRJNA315516,Drought main treatment; 7 d after water withold; Biological replicate 1,/,/,Col-0,leaves,11699888,92.70%,2016/4/17
SRX1700838,PRJNA315516,Drought main treatment; 7 d after water withold; Biological replicate 2,/,/,Col-0,leaves,19138230,91.30%,2016/4/17
SRX1700839,PRJNA315516,Drought main treatment; 7 d after water withold; Biological replicate 3,/,/,Col-0,leaves,11821480,91.00%,2016/4/17
SRX1700840,PRJNA315516,Mock for B.cinerea pre-treatment; 7 d; Biological replicate 1.,/,/,Col-0,leaves,9329618,91.40%,2016/4/17
SRX1700841,PRJNA315516,Control; 5 d; Biological replicate 2.,/,/,Col-0,leaves,15243133,91.40%,2016/4/17
SRX1700842,PRJNA315516,Mock for B.cinerea pre-treatment; 7 d; Biological replicate 2.,/,/,Col-0,leaves,11245451,91.70%,2016/4/17
SRX1700843,PRJNA315516,Mock for B.cinerea pre-treatment; 7 d; Biological replicate 3.,/,/,Col-0,leaves,11995763,91.30%,2016/4/17
SRX1700844,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 7 d after water withold; Biological replicate 1",/,/,Col-0,leaves,18036354,88.60%,2016/4/17
SRX1700845,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 7 d after water withold; Biological replicate 2",/,/,Col-0,leaves,9093310,90.70%,2016/4/18
SRX1700846,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1",/,/,Col-0,leaves,10388659,91.70%,2016/4/17
SRX1700847,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 2",/,/,Col-0,leaves,10575965,91.00%,2016/4/17
SRX1700848,PRJNA315516,"Drought main treatment, B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 3",/,/,Col-0,leaves,16712141,92.60%,2016/4/17
SRX1700849,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 3 h after infestation; Biological replicate 1.",/,/,Col-0,leaves,13045248,92.30%,2016/4/17
SRX1700850,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 3 h after infestation; Biological replicate 2.",/,/,Col-0,leaves,16648287,91.40%,2016/4/17
SRX1700851,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 3 h after infestation; Biological replicate 3.",/,/,Col-0,leaves,18468037,89.50%,2016/4/17
SRX1700852,PRJNA315516,Control; 5 d; Biological replicate 3.,/,/,Col-0,leaves,23731668,92.20%,2016/4/17
SRX1700853,PRJNA315516,"Control for Pieris main-treatment, 3h and for 7 days after water withhold + 1 d water recovery; Biological replicate 1",/,/,Col-0,leaves,12432053,91.00%,2016/4/17
SRX1700854,PRJNA315516,"Control for Pieris main-treatment, 3h and for 7 days after water withhold + 1 d water recovery; Biological replicate 2",/,/,Col-0,leaves,14118478,90.60%,2016/4/17
SRX1700855,PRJNA315516,"Control for Pieris main-treatment, 3h and for 7 days after water withhold + 1 d water recovery; Biological replicate 3",/,/,Col-0,leaves,15465777,92.20%,2016/4/17
SRX1700856,PRJNA315516,Drought main treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1,/,/,Col-0,leaves,12723439,91.70%,2016/4/18
SRX1700857,PRJNA315516,Drought main treatment; 7 days after water withold + 1 d water recovery; Biological replicate 2,/,/,Col-0,leaves,14452319,91.20%,2016/4/17
SRX1700858,PRJNA315516,Drought main treatment; 7 days after water withold + 1 d water recovery; Biological replicate 3,/,/,Col-0,leaves,15434310,91.70%,2016/4/17
SRX1700859,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 3 h after infestation; Biological replicate 1.",/,/,Col-0,leaves,13876270,91.80%,2016/4/17
SRX1700860,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 3 h after infestation; Biological replicate 2.",/,/,Col-0,leaves,11484468,91.70%,2016/4/17
SRX1700861,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 3 h after infestation; Biological replicate 3.",/,/,Col-0,leaves,18563615,87.30%,2016/4/17
SRX1700862,PRJNA315516,"Mock for B.cinerea pre-treatment, Pieris main treatment, 3 h after infestation; Biological replicate 1.",/,/,Col-0,leaves,17774187,92.10%,2016/4/17
SRX1700863,PRJNA315516,Drought main treatment; 5 d after water withold; Biological replicate 1,/,/,Col-0,leaves,9984407,92.00%,2016/4/17
SRX1700864,PRJNA315516,Mock for B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1,/,/,Col-0,leaves,9696859,91.90%,2016/4/17
SRX1700865,PRJNA315516,"Mock for B.cinerea pre-treatment, Pieris main treatment, 3 h after infestation; Biological replicate 2",/,/,Col-0,leaves,12820896,91.90%,2016/4/17
SRX1700866,PRJNA315516,Mock for B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 2,/,/,Col-0,leaves,11439481,89.80%,2016/4/18
SRX1700867,PRJNA315516,"Mock for B.cinerea pre-treatment, Pieris main treatment, 3 h after infestation; Biological replicate 3",/,/,Col-0,leaves,21933196,90.00%,2016/4/17
SRX1700868,PRJNA315516,Mock for B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 3,/,/,Col-0,leaves,12494710,91.70%,2016/4/17
SRX1700869,PRJNA315516,P.rapae main treatment; 3 h after infestation; Biological replicate 1.,/,/,Col-0,leaves,13609253,91.40%,2016/4/17
SRX1700870,PRJNA315516,P.rapae main treatment; 3 h after infestation; Biological replicate 2.,/,/,Col-0,leaves,16857604,91.20%,2016/4/17
SRX1700871,PRJNA315516,P.rapae main treatment; 3 h after infestation; Biological replicate 3.,/,/,Col-0,leaves,17550934,91.80%,2016/4/17
SRX1700872,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1",/,/,Col-0,leaves,14461969,91.70%,2016/4/17
SRX1700873,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 2",/,/,Col-0,leaves,12214624,91.30%,2016/4/17
SRX1700874,PRJNA315516,Drought main treatment; 5 d after water withold; Biological replicate 2,/,/,Col-0,leaves,12079373,91.60%,2016/4/17
SRX1700875,PRJNA315516,"Drought main treatment, P.rapae pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 3",/,/,Col-0,leaves,11648640,83.80%,2016/4/17
SRX1700876,PRJNA315516,Drought main treatment; 5 d after water withold; Biological replicate 3,/,/,Col-0,leaves,13309081,91.10%,2016/4/18
SRX1700877,PRJNA315516,Mock for B.cinerea pre-treatment; 5 d; Biological replicate 1.,/,/,Col-0,leaves,9870820,91.90%,2016/4/17
SRX1704978,PRJNA315516,B.cinerea main treatment; 6 h after innoculation; Biological replicate 1.,/,/,Col-0,leaves,11773335,61.90%,2016/4/21
SRX1704979,PRJNA315516,B.cinerea main treatment; 6 h after innoculation; Biological replicate 2.,/,/,Col-0,leaves,11757374,90.30%,2016/4/21
SRX1704980,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 6 h after infestation; Biological replicate 2.",/,/,Col-0,leaves,19441456,92.40%,2016/4/21
SRX1704981,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 6 h after infestation; Biological replicate 3.",/,/,Col-0,leaves,16131635,92.30%,2016/4/21
SRX1704982,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 6 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,9755159,91.30%,2016/4/21
SRX1704983,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 6 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,12179524,89.10%,2016/4/21
SRX1704984,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 6 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,12594534,90.70%,2016/4/21
SRX1704985,PRJNA315516,Mock for B.cinerea pre-treatment; 6 h; Biological replicate 1.,/,/,Col-0,leaves,14554991,91.90%,2016/4/21
SRX1704986,PRJNA315516,Mock for B.cinerea pre-treatment; 6 h; Biological replicate 2.,/,/,Col-0,leaves,11841586,92.60%,2016/4/21
SRX1704987,PRJNA315516,Mock for B.cinerea pre-treatment; 6 h; Biological replicate 3.,/,/,Col-0,leaves,8515719,92.00%,2016/4/21
SRX1704988,PRJNA315516,Mock for B.cinerea main treatment; 6 h; Biological replicate 1.,/,/,Col-0,leaves,13027175,92.00%,2016/4/21
SRX1704989,PRJNA315516,Mock for B.cinerea main treatment; 6 h; Biological replicate 2.,/,/,Col-0,leaves,13013887,91.10%,2016/4/21
SRX1704990,PRJNA315516,B.cinerea main treatment; 6 h after innoculation; Biological replicate 3,/,/,Col-0,leaves,13704716,91.70%,2016/4/21
SRX1704991,PRJNA315516,Mock for B.cinerea main treatment; 6 h; Biological replicate 3.,/,/,Col-0,leaves,20036263,92.30%,2016/4/21
SRX1704992,PRJNA315516,P.rapae main treatment; 6 h after infestation; Biological replicate 1.,/,/,Col-0,leaves,12738906,91.70%,2016/4/21
SRX1704994,PRJNA315516,P.rapae main treatment; 6 h after infestation; Biological replicate 2.,/,/,Col-0,leaves,12685468,91.50%,2016/4/21
SRX1704995,PRJNA315516,P.rapae main treatment; 6 h after infestation; Biological replicate 3.,/,/,Col-0,leaves,20566470,90.70%,2016/4/21
SRX1704996,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 6 h after innoculation; Biological replicate 1.",/,/,Col-0,leaves,14959059,91.60%,2016/4/21
SRX1704997,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 6 h after innoculation; Biological replicate 2.",/,/,Col-0,leaves,13640607,91.00%,2016/4/21
SRX1704998,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 6 h after innoculation; Biological replicate 3.",/,/,Col-0,leaves,15219000,90.90%,2016/4/21
SRX1704999,PRJNA315516,B.cinerea main treatment; 12 h after innoculation; Biological replicate 1.,/,/,Col-0,leaves,10729842,86.90%,2016/4/21
SRX1705006,PRJNA315516,B.cinerea main treatment; 12 h after innoculation; Biological replicate 2.,/,/,Col-0,leaves,12883732,89.80%,2016/4/21
SRX1705011,PRJNA315516,B.cinerea main treatment; 12 h after innoculation; Biological replicate 3.,/,/,Col-0,leaves,19456959,90.70%,2016/4/21
SRX1705019,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 6 h after infestation; Biological replicate 1.",/,/,Col-0,leaves,11430688,91.90%,2016/4/21
SRX1705024,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 12 h after infestation; Biological replicate 1",/,/,Col-0,leaves,16188062,92.20%,2016/4/21
SRX1705029,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 12 h after infestation; Biological replicate 2",/,/,Col-0,leaves,27946326,92.90%,2016/4/21
SRX1705030,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 12 h after infestation; Biological replicate 3",/,/,Col-0,leaves,14407752,91.70%,2016/4/21
SRX1705031,PRJNA315516,Control; 12 h; Biological replicate 1.,/,/,Col-0,leaves,11552256,92.30%,2016/4/21
SRX1705032,PRJNA315516,Control; 12 h; Biological replicate 2.,/,/,Col-0,leaves,10943974,92.20%,2016/4/21
SRX1705033,PRJNA315516,Control; 12 h; Biological replicate 3.,/,/,Col-0,leaves,22575433,92.90%,2016/4/21
SRX1705034,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 12 h after infestation; Biological replicate 1",/,/,Col-0,leaves,28473341,92.20%,2016/4/21
SRX1705039,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 12 h after infestation; Biological replicate 2",/,/,Col-0,leaves,25530271,92.30%,2016/4/21
SRX1705044,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 12 h after infestation; Biological replicate 3",/,/,Col-0,leaves,15176566,90.70%,2016/4/21
SRX1705045,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 12 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,10918947,87.60%,2016/4/21
SRX1705046,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 6 h after infestation; Biological replicate 2",/,/,Col-0,leaves,15118040,91.70%,2016/4/21
SRX1705047,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 12 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,9228620,88.90%,2016/4/21
SRX1705048,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 12 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,11816654,87.80%,2016/4/21
SRX1705049,PRJNA315516,Mock for B.cinerea pre-treatment; 12 h; Biological replicate 1.,/,/,Col-0,leaves,12135587,93.30%,2016/4/21
SRX1705050,PRJNA315516,Mock for B.cinerea pre-treatment; 12 h; Biological replicate 2.,/,/,Col-0,leaves,14996178,92.10%,2016/4/21
SRX1705057,PRJNA315516,Mock for B.cinerea pre-treatment; 12 h; Biological replicate 3.,/,/,Col-0,leaves,18104345,92.60%,2016/4/21
SRX1705062,PRJNA315516,Mock for B.cinerea main treatment; 12 h; Biological replicate 1.,/,/,Col-0,leaves,11866205,92.00%,2016/4/21
SRX1705063,PRJNA315516,Mock for B.cinerea main treatment; 12 h; Biological replicate 2.,/,/,Col-0,leaves,19260175,92.40%,2016/4/21
SRX1705064,PRJNA315516,Mock for B.cinerea main treatment; 12 h; Biological replicate 3.,/,/,Col-0,leaves,16067764,92.60%,2016/4/21
SRX1705065,PRJNA315516,P.rapae main treatment; 12 h after infestation; Biological replicate 1,/,/,Col-0,leaves,13031098,92.70%,2016/4/21
SRX1705066,PRJNA315516,P.rapae main treatment; 12 h after infestation; Biological replicate 2,/,/,Col-0,leaves,27103993,92.80%,2016/4/21
SRX1705067,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 6 h after infestation; Biological replicate 3",/,/,Col-0,leaves,10927865,92.20%,2016/4/21
SRX1705068,PRJNA315516,P.rapae main treatment; 12 h after infestation; Biological replicate 3,/,/,Col-0,leaves,11481769,91.80%,2016/4/21
SRX1705069,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 12 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,10807441,85.30%,2016/4/21
SRX1705070,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 12 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,11738380,91.00%,2016/4/21
SRX1705071,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 12 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,20449572,92.80%,2016/4/21
SRX1705072,PRJNA315516,B.cinerea main treatment; 18 h after innoculation; Biological replicate 1,/,/,Col-0,leaves,10342352,87.70%,2016/4/21
SRX1705073,PRJNA315516,B.cinerea main treatment; 18 h after innoculation; Biological replicate 2,/,/,Col-0,leaves,13600781,89.50%,2016/4/21
SRX1705074,PRJNA315516,B.cinerea main treatment; 18 h after innoculation; Biological replicate 3,/,/,Col-0,leaves,15907915,84.90%,2016/4/21
SRX1705075,PRJNA315516,Control; 18 h; Biological replicate 1.,/,/,Col-0,leaves,29779380,92.60%,2016/4/21
SRX1705076,PRJNA315516,Control; 18 h; Biological replicate 2.,/,/,Col-0,leaves,14154575,92.80%,2016/4/21
SRX1705077,PRJNA315516,Control; 18 h; Biological replicate 3.,/,/,Col-0,leaves,15223208,92.30%,2016/4/21
SRX1705078,PRJNA315516,Control; 6 h; Biological replicate 1.,/,/,Col-0,leaves,13849237,90.90%,2016/4/21
SRX1705079,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,10649006,83.60%,2016/4/21
SRX1705080,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,15900290,85.20%,2016/4/21
SRX1705081,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,13602346,85.20%,2016/4/21
SRX1705091,PRJNA315516,Mock for B.cinerea main treatment; 18 h; Biological replicate 1.,/,/,Col-0,leaves,19751233,92.00%,2016/4/21
SRX1705092,PRJNA315516,Mock for B.cinerea main treatment; 18 h; Biological replicate 2.,/,/,Col-0,leaves,13048209,92.00%,2016/4/21
SRX1705093,PRJNA315516,Mock for B.cinerea main treatment; 18 h; Biological replicate 3.,/,/,Col-0,leaves,16855796,88.90%,2016/4/21
SRX1705094,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,10303377,86.60%,2016/4/21
SRX1705095,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,20747292,86.40%,2016/4/21
SRX1705096,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,11129004,85.20%,2016/4/21
SRX1705097,PRJNA315516,B.cinerea main treatment; 24 h after innoculation; Biological replicate 1,/,/,Col-0,leaves,11952699,87.10%,2016/4/21
SRX1705106,PRJNA315516,Control; 6 h; Biological replicate 2.,/,/,Col-0,leaves,11631032,91.70%,2016/4/21
SRX1705107,PRJNA315516,B.cinerea main treatment; 24 h after innoculation; Biological replicate 2,/,/,Col-0,leaves,13008043,88.50%,2016/4/21
SRX1705108,PRJNA315516,B.cinerea main treatment; 24 h after innoculation; Biological replicate 3,/,/,Col-0,leaves,15587805,85.40%,2016/4/21
SRX1705109,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 1.",/,/,Col-0,leaves,11679816,91.90%,2016/4/21
SRX1705110,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 2.",/,/,Col-0,leaves,16411237,90.80%,2016/4/21
SRX1705112,PRJNA315516,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 3.",/,/,Col-0,leaves,15318053,92.50%,2016/4/21
SRX1705113,PRJNA315516,Control; 24 h; Biological replicate 1.,/,/,Col-0,leaves,15085586,91.50%,2016/4/21
SRX1705114,PRJNA315516,Control; 24 h; Biological replicate 2.,/,/,Col-0,leaves,10222208,90.10%,2016/4/21
SRX1705115,PRJNA315516,Control; 24 h; Biological replicate 3.,/,/,Col-0,leaves,14665657,91.90%,2016/4/21
SRX1705116,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 1",/,/,Col-0,leaves,20724914,91.70%,2016/4/21
SRX1705117,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 2",/,/,Col-0,leaves,13862657,91.90%,2016/4/21
SRX1705120,PRJNA315516,Control; 6 h; Biological replicate 3.,/,/,Col-0,leaves,17540303,92.80%,2016/4/21
SRX1705121,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 3",/,/,Col-0,leaves,17236841,92.20%,2016/4/21
SRX1705122,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,17506263,81.00%,2016/4/21
SRX1705123,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,12526161,85.40%,2016/4/21
SRX1705124,PRJNA315516,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,17182708,85.40%,2016/4/21
